"","SORTER","Submitted_Name","Submitted_Author","Submitted_Genus","Submitted_Rank","Name_in_database","Author_in_database","Genus_in_database","Rank_in_database","ID_in_database","Name_set","Fuzzy","Score","name.dist","author.dist","New_name","New_author","New_ID","Family","Name_spLev","Accepted_SPNAME","NOTE"
"332",408,"Calendula arvensis",NA,"Calendula",2,"Calendula arvensis","(Vaill.) L.","Calendula",2,"gcc-127060",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Calendula arvensis","Multiple results"
"2009",409,"Trifolium incarnatum",NA,"Trifolium",2,"Trifolium incarnatum","L.","Trifolium",2,"ild-8086",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Trifolium incarnatum",NA
"2001",410,"Trifolium arvense",NA,"Trifolium",2,"Trifolium arvense","L.","Trifolium",2,"ild-8046",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Trifolium arvense",NA
"1961",412,"Teucrium scorodonia",NA,"Teucrium",2,"Teucrium scorodonia","L.","Teucrium",2,"kew-203387",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Teucrium scorodonia",NA
"58",415,"Allium carinatum",NA,"Allium",2,"Allium carinatum","L.","Allium",2,"kew-295243",1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Allium carinatum",NA
"2144",416,"Zea mays",NA,"Zea",2,"Zea mays","L.","Zea",2,"kew-450362",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Zea mays",NA
"2040",419,"Tussilago farfara",NA,"Tussilago",2,"Tussilago farfara","L.","Tussilago",2,"gcc-78510",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Tussilago farfara",NA
"473",423,"Centaurea calcitrapa",NA,"Centaurea",2,"Centaurea calcitrapa","L.","Centaurea",2,"gcc-97901",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Centaurea calcitrapa","Multiple results"
"1959",425,"Teucrium montanum",NA,"Teucrium",2,"Teucrium montanum","L.","Teucrium",2,"kew-203119",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Teucrium montanum",NA
"1784",426,"Samolus valerandi",NA,"Samolus",2,"Samolus valerandi","L.","Samolus",2,"kew-2599143",1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Samolus valerandi",NA
"1029",427,"Humulus lupulus",NA,"Humulus",2,"Humulus lupulus","L.","Humulus",2,"kew-2855039",1,FALSE,0.8,0,NA,NA,NA,NA,"Cannabaceae",NA,"Humulus lupulus",NA
"22",431,"Aegopodium podagraria",NA,"Aegopodium",2,"Aegopodium podagraria","L.","Aegopodium",2,"kew-2623499",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Aegopodium podagraria",NA
"534",432,"Circaea lutetiana",NA,"Circaea",2,"Circaea lutetiana","L.","Circaea",2,"kew-2721837",1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Circaea lutetiana",NA
"2118",435,"Vincetoxicum hirundinaria",NA,"Vincetoxicum",2,"Vincetoxicum hirundinaria","Medik.","Vincetoxicum",2,"kew-2456889",1,FALSE,0.8,0,NA,NA,NA,NA,"Apocynaceae",NA,"Vincetoxicum hirundinaria",NA
"1554",436,"Polygonum aviculare",NA,"Polygonum",2,"Polygonum aviculare","L.","Polygonum",2,"kew-2574669",1,FALSE,0.8,0,NA,NA,NA,NA,"Polygonaceae",NA,"Polygonum aviculare",NA
"535",437,"Cirsium arvense",NA,"Cirsium",2,"Cirsium arvense","(L.) Scop.","Cirsium",2,"gcc-106632",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Cirsium arvense",NA
"706",441,"Digitaria sanguinalis",NA,"Digitaria",2,"Digitaria sanguinalis","(L.) Scop.","Digitaria",2,"kew-409361",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Digitaria sanguinalis",NA
"1241",443,"Lythrum salicaria",NA,"Lythrum",2,"Lythrum salicaria","L.","Lythrum",2,"kew-2354139",1,FALSE,0.8,0,NA,NA,NA,NA,"Lythraceae",NA,"Lythrum salicaria",NA
"1956",446,"Teucrium chamaedrys",NA,"Teucrium",2,"Teucrium chamaedrys","L.","Teucrium",2,"kew-202772",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Teucrium chamaedrys",NA
"1054",448,"Iberis umbellata",NA,"Iberis",2,"Iberis umbellata","L.","Iberis",2,"kew-2859940",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Iberis umbellata",NA
"1441",449,"Parietaria officinalis",NA,"Parietaria",2,"Parietaria officinalis","L.","Parietaria",2,"kew-2546423",1,FALSE,0.8,0,NA,NA,NA,NA,"Urticaceae",NA,"Parietaria officinalis",NA
"1552",452,"Polygonatum verticillatum",NA,"Polygonatum",2,"Polygonatum verticillatum","(L.) All.","Polygonatum",2,"kew-284150",1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Polygonatum verticillatum",NA
"949",454,"Geranium sanguineum",NA,"Geranium",2,"Geranium sanguineum","L.","Geranium",2,"kew-2824000",1,FALSE,0.8,0,NA,NA,NA,NA,"Geraniaceae",NA,"Geranium sanguineum",NA
"1533",459,"Poa annua",NA,"Poa",2,"Poa annua","L.","Poa",2,"kew-435194",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Poa annua",NA
"1982",461,"Torilis arvensis",NA,"Torilis",2,"Torilis arvensis","(Huds.) Link","Torilis",2,"kew-2435694",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Torilis arvensis",NA
"1981",463,"Tordylium maximum",NA,"Tordylium",2,"Tordylium maximum","L.","Tordylium",2,"kew-2435637",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Tordylium maximum",NA
"1137",464,"Lathyrus odoratus",NA,"Lathyrus",2,"Lathyrus odoratus","L.","Lathyrus",2,"ild-7772",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Lathyrus odoratus",NA
"1135",465,"Lathyrus nissolia",NA,"Lathyrus",2,"Lathyrus nissolia","L.","Lathyrus",2,"ild-7769",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Lathyrus nissolia",NA
"1290",467,"Mentha suaveolens",NA,"Mentha",2,"Mentha suaveolens","Ehrh.","Mentha",2,"kew-125435",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Mentha suaveolens",NA
"559",469,"Clinopodium vulgare",NA,"Clinopodium",2,"Clinopodium vulgare","L.","Clinopodium",2,"kew-43704",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Clinopodium vulgare",NA
"1399",472,"Orlaya grandiflora",NA,"Orlaya",2,"Orlaya grandiflora","(L.) Hoffm.","Orlaya",2,"kew-2390188",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Orlaya grandiflora",NA
"1566",473,"Populus nigra",NA,"Populus",2,"Populus nigra","L.","Populus",2,"kew-5000337",1,FALSE,0.8,0,NA,NA,NA,NA,"Salicaceae",NA,"Populus nigra",NA
"1108",474,"Lactuca perennis",NA,"Lactuca",2,"Lactuca perennis","L.","Lactuca",2,"gcc-118579",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Lactuca perennis",NA
"1529",477,"Plantago media",NA,"Plantago",2,"Plantago media","L.","Plantago",2,"kew-2569797",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Plantago media",NA
"1567",479,"Populus tremula",NA,"Populus",2,"Populus tremula","L.","Populus",2,"kew-5000217",1,FALSE,0.8,0,NA,NA,NA,NA,"Salicaceae",NA,"Populus tremula",NA
"629",481,"Crithmum maritimum",NA,"Crithmum",2,"Crithmum maritimum","L.","Crithmum",2,"tro-1702306",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Crithmum maritimum",NA
"101",487,"Althaea officinalis",NA,"Althaea",2,"Althaea officinalis","L.","Althaea",2,"kew-2631597",1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Althaea officinalis",NA
"1118",488,"Lamium amplexicaule",NA,"Lamium",2,"Lamium amplexicaule","L.","Lamium",2,"kew-107386",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Lamium amplexicaule",NA
"1665",493,"Raphanus raphanistrum",NA,"Raphanus",2,"Raphanus raphanistrum","L.","Raphanus",2,"kew-2422367",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Raphanus raphanistrum",NA
"1144",495,"Lathyrus vernus",NA,"Lathyrus",2,"Lathyrus vernus","(L.) Bernh.","Lathyrus",2,"ild-8891",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Lathyrus vernus",NA
"1018",497,"Holcus lanatus",NA,"Holcus",2,"Holcus lanatus","L.","Holcus",2,"kew-419046",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Holcus lanatus",NA
"1610",500,"Prunus mahaleb",NA,"Prunus",2,"Prunus mahaleb","L.","Prunus",2,"rjp-57",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Prunus mahaleb",NA
"257",505,"Ballota nigra",NA,"Ballota",2,"Ballota nigra","L.","Ballota",2,"kew-19633",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Ballota nigra",NA
"2031",512,"Triticum aestivum",NA,"Triticum",2,"Triticum aestivum","L.","Triticum",2,"kew-448365",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Triticum aestivum",NA
"1479",513,"Phacelia tanacetifolia",NA,"Phacelia",2,"Phacelia tanacetifolia","Benth.","Phacelia",2,"kew-2529862",1,FALSE,0.8,0,NA,NA,NA,NA,"Boraginaceae",NA,"Phacelia tanacetifolia",NA
"1776",515,"Salvia glutinosa",NA,"Salvia",2,"Salvia glutinosa","L.","Salvia",2,"kew-182731",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Salvia glutinosa",NA
"50",520,"Alcea rosea",NA,"Alcea",2,"Alcea rosea","L.","Alcea",2,"kew-2627710",1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Alcea rosea",NA
"1848",524,"Setaria pumila",NA,"Setaria",2,"Setaria pumila","(Poir.) Roem. & Schult.","Setaria",2,"kew-442645",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Setaria pumila",NA
"898",526,"Galega officinalis",NA,"Galega",2,"Galega officinalis","L.","Galega",2,"ild-7674",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Galega officinalis",NA
"1111",528,"Lactuca serriola",NA,"Lactuca",2,"Lactuca serriola","L.","Lactuca",2,"gcc-114649",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Lactuca serriola",NA
"485",531,"Centaurium erythraea",NA,"Centaurium",2,"Centaurium erythraea","Rafn","Centaurium",2,"kew-2708639",1,FALSE,0.8,0,NA,NA,NA,NA,"Gentianaceae",NA,"Centaurium erythraea",NA
"646",532,"Cynodon dactylon",NA,"Cynodon",2,"Cynodon dactylon","(L.) Pers.","Cynodon",2,"kew-406339",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Cynodon dactylon",NA
"1962",533,"Thalictrum aquilegiifolium",NA,"Thalictrum",2,"Thalictrum aquilegiifolium","L.","Thalictrum",2,"kew-2513374",1,FALSE,0.8,0,NA,NA,NA,NA,"Ranunculaceae",NA,"Thalictrum aquilegiifolium",NA
"1236",539,"Lysimachia nummularia",NA,"Lysimachia",2,"Lysimachia nummularia","L.","Lysimachia",2,"kew-2493033",1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Lysimachia nummularia",NA
"490",540,"Cephalanthera damasonium",NA,"Cephalanthera",2,"Cephalanthera damasonium","(Mill.) Druce","Cephalanthera",2,"kew-36635",1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Cephalanthera damasonium",NA
"1191",541,"Linum usitatissimum",NA,"Linum",2,"Linum usitatissimum","L.","Linum",2,"kew-2353429",1,FALSE,0.8,0,NA,NA,NA,NA,"Linaceae",NA,"Linum usitatissimum",NA
"894",550,"Galanthus nivalis",NA,"Galanthus",2,"Galanthus nivalis","L.","Galanthus",2,"kew-307568",1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Galanthus nivalis",NA
"1858",552,"Silene dioica",NA,"Silene",2,"Silene dioica","(L.) Clairv.","Silene",2,"kew-2488209",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Silene dioica",NA
"1398",553,"Origanum vulgare",NA,"Origanum",2,"Origanum vulgare","L.","Origanum",2,"kew-143954",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Origanum vulgare",NA
